time,Green_Er_Consumption_kW,Green_Er_Production_kW,Outdoor Temperature,Global Radiation
2023-01-31 16:00:00+00:00,341.91533333333336,60.28716666666667,8.62,6
2023-01-31 17:00:00+00:00,369.33050000000003,44.81733333333333,7.32,26.7
2023-01-31 18:00:00+00:00,428.8661666666667,22.59925,6.91,169
2023-01-31 19:00:00+00:00,459.9693333333334,2.634333333333333,5.62,322
2023-01-31 20:00:00+00:00,504.4455,0.0,4.71,406
2023-01-31 21:00:00+00:00,417.453,0.0,5.78,460
2023-01-31 22:00:00+00:00,276.44300000000004,0.0,4.03,463
2023-01-31 23:00:00+00:00,233.982,0.0,2.53,250
2023-02-01 00:00:00+00:00,232.24016666666662,0.0,2.21,318
2023-02-01 01:00:00+00:00,279.2556666666667,0.0,1.71,179
2023-02-01 02:00:00+00:00,283.022,0.0,1.6,19.7
2023-02-01 03:00:00+00:00,274.04316666666665,0.0,1.4,6.18
2023-02-01 04:00:00+00:00,243.89283333333333,0.0,1.11,6
2023-02-01 05:00:00+00:00,237.6235,0.0,1.1,6
2023-02-01 06:00:00+00:00,230.51133333333334,0.0,0.805,6
2023-02-01 07:00:00+00:00,273.2626666666667,0.0,0.505,6
2023-02-01 08:00:00+00:00,289.40816666666666,0.0,0.5,6
2023-02-01 09:00:00+00:00,493.3918333333333,0.0,2.27,6
2023-02-01 10:00:00+00:00,591.6463333333334,3.702833333333333,4.66,6
2023-02-01 11:00:00+00:00,604.0805,25.361166666666666,7.75,6
2023-02-01 12:00:00+00:00,525.628,48.21266666666668,9.86,6
2023-02-01 13:00:00+00:00,485.0325,63.60008333333334,10.6,6
2023-02-01 14:00:00+00:00,473.108,77.36191666666666,10.2,6
2023-02-01 15:00:00+00:00,478.1658333333333,75.68358333333335,10.1,6
2023-02-01 16:00:00+00:00,466.166,45.19008333333334,9.41,6.98
2023-02-01 17:00:00+00:00,401.5468333333333,53.14441666666667,8.32,25.7
2023-02-01 18:00:00+00:00,437.80249999999995,25.114833333333333,8.01,182
2023-02-01 19:00:00+00:00,489.62283333333335,2.5280833333333335,7.51,325
2023-02-01 20:00:00+00:00,485.31583333333333,0.0,6.91,416
2023-02-01 21:00:00+00:00,448.9723333333333,0.0,6.51,466
2023-02-01 22:00:00+00:00,330.16700000000003,0.0,6.3,571
2023-02-01 23:00:00+00:00,286.4565,0.0,6.1,476
2023-02-02 00:00:00+00:00,248.189,0.0,6.1,352
2023-02-02 01:00:00+00:00,235.77766666666665,0.0,6,158
2023-02-02 02:00:00+00:00,233.25383333333332,0.0,5.8,19.5
2023-02-02 03:00:00+00:00,234.52249999999995,0.0,5.6,6.30
2023-02-02 04:00:00+00:00,227.89350000000002,0.0,5.5,6
2023-02-02 05:00:00+00:00,224.91983333333334,0.0,4.03,6
2023-02-02 06:00:00+00:00,250.15883333333338,0.0,3.11,6
2023-02-02 07:00:00+00:00,327.68550000000005,0.0,3,6
2023-02-02 08:00:00+00:00,352.01,0.0,2.61,6
2023-02-02 09:00:00+00:00,532.6886666666668,0.0,5.45,6
2023-02-02 10:00:00+00:00,538.7885,4.986916666666667,8.75,6
2023-02-02 11:00:00+00:00,538.0453333333334,26.083916666666664,10.1,6
2023-02-02 12:00:00+00:00,472.4846666666667,49.08841666666667,11.2,6
2023-02-02 13:00:00+00:00,465.6913333333334,66.60766666666666,11.5,6
2023-02-02 14:00:00+00:00,501.8481666666667,75.87625000000001,11.8,6
2023-02-02 15:00:00+00:00,392.4798333333333,96.49708333333335,11.7,6
2023-02-02 16:00:00+00:00,394.07666666666665,81.93991666666665,10.9,6
2023-02-02 17:00:00+00:00,449.14799999999997,54.39216666666667,9.35,29.2
2023-02-02 18:00:00+00:00,493.97100000000006,22.845416666666665,8.43,114
2023-02-02 19:00:00+00:00,538.0988333333333,1.9488333333333332,8.01,325
2023-02-02 20:00:00+00:00,519.6116666666667,0.0,7.81,421
2023-02-02 21:00:00+00:00,408.6951666666667,0.0,7.51,468
2023-02-02 22:00:00+00:00,267.8531666666667,0.0,7.11,454
2023-02-02 23:00:00+00:00,231.6101666666667,0.0,6.33,407
2023-02-03 00:00:00+00:00,228.6061666666667,0.0,4.37,315
2023-02-03 01:00:00+00:00,226.619,0.0,3.72,152
2023-02-03 02:00:00+00:00,235.1351666666667,0.0,2.83,22.3
2023-02-03 03:00:00+00:00,278.2428333333333,0.0,2.03,7.37
2023-02-03 04:00:00+00:00,281.5651666666667,0.0,1.52,6.03
2023-02-03 05:00:00+00:00,270.68683333333337,0.0,1.11,6
2023-02-03 06:00:00+00:00,239.03116666666665,0.0,1.1,6
2023-02-03 07:00:00+00:00,284.12600000000003,0.0,0.907,6
2023-02-03 08:00:00+00:00,320.48133333333334,0.0,0.803,6
2023-02-03 09:00:00+00:00,509.384,0.0,2.06,6
2023-02-03 10:00:00+00:00,521.5928333333333,4.899,4.32,6
2023-02-03 11:00:00+00:00,521.4998333333334,17.88233333333333,6.53,6
2023-02-03 12:00:00+00:00,440.4786666666666,50.87691666666668,8.15,6
2023-02-03 13:00:00+00:00,469.02933333333334,68.70116666666667,10.2,6
2023-02-03 14:00:00+00:00,518.6719999999999,77.59791666666666,11.3,6
2023-02-03 15:00:00+00:00,472.88616666666667,73.85166666666665,12.2,6
2023-02-03 16:00:00+00:00,411.87600000000003,64.43908333333334,10.9,6
2023-02-03 17:00:00+00:00,393.6385,46.986,9.45,12.8
2023-02-03 18:00:00+00:00,426.70866666666666,20.291999999999998,8.72,43.0
2023-02-03 19:00:00+00:00,499.00399999999996,2.4384166666666665,7.64,93.3
2023-02-03 20:00:00+00:00,449.01,0.005666666666666667,6.92,135
2023-02-03 21:00:00+00:00,400.93,0.0,6.51,258
2023-02-03 22:00:00+00:00,274.03366666666665,0.0,6.02,307
2023-02-03 23:00:00+00:00,274.5585,0.0,5.71,249
2023-02-04 00:00:00+00:00,292.186,0.0,5.12,272
2023-02-04 01:00:00+00:00,283.43666666666667,0.0,5.2,103
2023-02-04 02:00:00+00:00,249.5485,0.0,3.56,14.8
2023-02-04 03:00:00+00:00,235.787,0.0,3.02,6.20
2023-02-04 04:00:00+00:00,233.30033333333333,0.0,2.9,6
2023-02-04 05:00:00+00:00,227.337,0.0,2.61,6
2023-02-04 06:00:00+00:00,223.50333333333333,0.0,2.21,6
2023-02-04 07:00:00+00:00,229.84816666666666,0.0,1.81,6
2023-02-04 08:00:00+00:00,227.80950000000004,0.0,1.99,6
2023-02-04 09:00:00+00:00,226.85299999999998,0.0,2.87,6
2023-02-04 10:00:00+00:00,268.73816666666664,1.2591666666666665,3.96,6
2023-02-04 11:00:00+00:00,262.286,7.241416666666667,5.06,6
2023-02-04 12:00:00+00:00,248.10433333333336,17.9205,7.03,6
2023-02-04 13:00:00+00:00,191.88850000000002,26.654749999999996,9.13,6
2023-02-04 14:00:00+00:00,158.53649999999996,37.82675,10.2,6
2023-02-04 15:00:00+00:00,132.69549999999998,43.6625,11.2,6
2023-02-04 16:00:00+00:00,153.6995,36.794916666666666,11.2,6
2023-02-04 17:00:00+00:00,155.07933333333332,38.01325,10.5,20.5
2023-02-04 18:00:00+00:00,183.36733333333336,17.221999999999998,10.1,90.6
2023-02-04 19:00:00+00:00,236.6675,1.411666666666667,9.62,241
2023-02-04 20:00:00+00:00,284.7631666666667,0.0,9.5,445
2023-02-04 21:00:00+00:00,282.93283333333335,0.0,9.5,496
2023-02-04 22:00:00+00:00,251.80183333333332,0.0,9.6,256
2023-02-04 23:00:00+00:00,236.74733333333333,0.0,9.7,137
2023-02-05 00:00:00+00:00,228.48733333333334,0.0,9.51,100
2023-02-05 01:00:00+00:00,222.6058333333333,0.0,8.82,54.5
2023-02-05 02:00:00+00:00,231.355,0.0,8.41,19.2
2023-02-05 03:00:00+00:00,224.46016666666665,0.0,7.92,6.40
2023-02-05 04:00:00+00:00,222.119,0.0,7.51,6
2023-02-05 05:00:00+00:00,223.74216666666666,0.0,6.82,6
2023-02-05 06:00:00+00:00,256.60566666666665,0.0,4.96,6
2023-02-05 07:00:00+00:00,277.43583333333333,0.0,4.22,6
2023-02-05 08:00:00+00:00,278.1471666666667,0.0,3.81,6
2023-02-05 09:00:00+00:00,252.65466666666669,0.0,6.02,6
2023-02-05 10:00:00+00:00,233.78266666666664,2.7399999999999998,7.26,6
2023-02-05 11:00:00+00:00,195.428,15.442333333333332,9.23,6
2023-02-05 12:00:00+00:00,170.68499999999997,32.17483333333333,10.5,6
2023-02-05 13:00:00+00:00,120.40466666666667,50.58166666666667,10.8,6
2023-02-05 14:00:00+00:00,115.85449999999999,47.31158333333334,10.1,6
2023-02-05 15:00:00+00:00,166.896,33.32475,9.52,6
2023-02-05 16:00:00+00:00,232.22849999999997,26.402083333333334,9.11,6
2023-02-05 17:00:00+00:00,250.3923333333333,20.191750000000003,8.62,29.2
2023-02-05 18:00:00+00:00,247.8601666666667,9.867166666666666,8.31,73.5
2023-02-05 19:00:00+00:00,242.11033333333333,2.6088333333333336,7.82,94.3
2023-02-05 20:00:00+00:00,238.9561666666667,0.0,7.32,179
2023-02-05 21:00:00+00:00,235.43616666666662,0.0,6.91,368
2023-02-05 22:00:00+00:00,225.41716666666665,0.0,6.8,344
2023-02-05 23:00:00+00:00,235.85216666666665,0.0,7.09,113
2023-02-06 00:00:00+00:00,224.65200000000002,0.0,6.62,84.4
2023-02-06 01:00:00+00:00,223.61516666666668,0.0,6.12,44.7
2023-02-06 02:00:00+00:00,245.11450000000002,0.0,5.91,18.4
2023-02-06 03:00:00+00:00,282.6358333333333,0.0,5.22,6.20
2023-02-06 04:00:00+00:00,282.6698333333333,0.0,4.14,6
2023-02-06 05:00:00+00:00,246.02116666666666,0.0,4.1,6
2023-02-06 06:00:00+00:00,241.09633333333332,0.0,4.49,6
2023-02-06 07:00:00+00:00,320.1091666666667,0.0,4.89,6
2023-02-06 08:00:00+00:00,422.2706666666667,0.0,4.8,6
2023-02-06 09:00:00+00:00,501.027,0.0,5.38,6
2023-02-06 10:00:00+00:00,515.7225,4.32625,5.98,6
2023-02-06 11:00:00+00:00,542.3455,13.78525,6.97,6
2023-02-06 12:00:00+00:00,635.7758333333334,18.23966666666667,8.18,6
2023-02-06 13:00:00+00:00,606.1903333333333,34.665083333333335,8.89,6
2023-02-06 14:00:00+00:00,515.4683333333334,63.65241666666666,7.82,6
2023-02-06 15:00:00+00:00,474.0595,63.2115,7.8,6
2023-02-06 16:00:00+00:00,500.30016666666666,22.117916666666662,7.41,6
2023-02-06 17:00:00+00:00,504.288,16.915333333333333,6.91,42.4
2023-02-06 18:00:00+00:00,542.1511666666667,7.847999999999999,6.61,167
2023-02-06 19:00:00+00:00,487.74133333333333,2.61625,6.31,340
2023-02-06 20:00:00+00:00,451.0173333333334,0.0,6.01,445
2023-02-06 21:00:00+00:00,416.26400000000007,0.0,6,497
2023-02-06 22:00:00+00:00,289.7905,0.0,5.61,494
2023-02-06 23:00:00+00:00,290.3205,0.0,5.4,442
2023-02-07 00:00:00+00:00,285.3736666666667,0.0,5.11,335
2023-02-07 01:00:00+00:00,286.29900000000004,0.0,5,183
2023-02-07 02:00:00+00:00,242.571,0.0,4.7,18.7
2023-02-07 03:00:00+00:00,231.6505,0.0,4.31,7.15
2023-02-07 04:00:00+00:00,232.15683333333334,0.0,3.22,6.02
2023-02-07 05:00:00+00:00,227.28283333333334,0.0,1.53,6
2023-02-07 06:00:00+00:00,225.73816666666664,0.0,1.79,6
2023-02-07 07:00:00+00:00,275.87416666666667,0.0,2.09,6
2023-02-07 08:00:00+00:00,334.7431666666667,0.0,1.9,6
2023-02-07 09:00:00+00:00,539.9920000000001,0.008499999999999999,3.28,6
2023-02-07 10:00:00+00:00,539.1821666666668,6.575500000000001,4.58,6
2023-02-07 11:00:00+00:00,537.8076666666667,32.12616666666667,5.88,6
2023-02-07 12:00:00+00:00,475.10999999999996,54.37383333333333,8.26,6
2023-02-07 13:00:00+00:00,446.9038333333333,73.93941666666667,9.97,6
2023-02-07 14:00:00+00:00,462.8298333333334,83.36433333333333,11.7,6
2023-02-07 15:00:00+00:00,417.71549999999996,82.17116666666668,10,6
2023-02-07 16:00:00+00:00,359.9456666666667,71.26050000000001,9.61,6
2023-02-07 17:00:00+00:00,379.06933333333336,50.93749999999999,8.22,44.4
2023-02-07 18:00:00+00:00,423.61533333333335,24.234416666666664,7.51,162
2023-02-07 19:00:00+00:00,551.8578333333334,2.3928333333333334,6.81,336
2023-02-07 20:00:00+00:00,500.055,0.0014166666666666668,6.41,435
2023-02-07 21:00:00+00:00,464.29900000000004,0.0,4.34,487
2023-02-07 22:00:00+00:00,291.70133333333337,0.0,2.92,482
2023-02-07 23:00:00+00:00,240.59216666666666,0.0,2.11,426
2023-02-08 00:00:00+00:00,231.4126666666667,0.0,1.71,328
2023-02-08 01:00:00+00:00,227.92816666666667,0.0,1.5,185
2023-02-08 02:00:00+00:00,230.9813333333333,0.0,1.01,19.8
2023-02-08 03:00:00+00:00,223.957,0.0,0.705,7.17
2023-02-08 04:00:00+00:00,250.44116666666665,0.0,-0.283,6.02
2023-02-08 05:00:00+00:00,282.9533333333334,0.0,-0.89,6
2023-02-08 06:00:00+00:00,288.39366666666666,0.0,-0.9,6
2023-02-08 07:00:00+00:00,313.10583333333335,0.0,-0.408,6
2023-02-08 08:00:00+00:00,322.1931666666667,0.0,-0.4,6
2023-02-08 09:00:00+00:00,491.4248333333333,0.03275,0.977,6
2023-02-08 10:00:00+00:00,509.1755,7.261416666666666,3.06,6
2023-02-08 11:00:00+00:00,516.5648333333334,29.44616666666667,4.48,6
2023-02-08 12:00:00+00:00,453.837,53.74725,5.98,6
2023-02-08 13:00:00+00:00,441.3441666666666,72.84466666666667,8.07,6
2023-02-08 14:00:00+00:00,480.51500000000004,82.59341666666667,9.58,6
2023-02-08 15:00:00+00:00,464.23566666666665,80.14333333333335,9.8,6
2023-02-08 16:00:00+00:00,448.54016666666666,68.42483333333332,9.9,6
2023-02-08 17:00:00+00:00,463.3731666666666,49.434416666666664,7.05,49.3
2023-02-08 18:00:00+00:00,468.84066666666666,24.830916666666663,5.33,176
2023-02-08 19:00:00+00:00,494.85566666666665,2.6155000000000004,4.02,355
2023-02-08 20:00:00+00:00,504.26783333333333,0.007416666666666666,3.21,475
2023-02-08 21:00:00+00:00,415.503,0.0,3.1,507
2023-02-08 22:00:00+00:00,269.78066666666666,0.0,2.41,448
2023-02-08 23:00:00+00:00,237.00383333333332,0.0,1.81,430
2023-02-09 00:00:00+00:00,232.07783333333336,0.0,1.6,349
2023-02-09 01:00:00+00:00,267.4666666666667,0.0,1.4,125
2023-02-09 02:00:00+00:00,289.28566666666666,0.0,0.712,26.6
2023-02-09 03:00:00+00:00,283.9003333333333,0.0,0.503,7.30
2023-02-09 04:00:00+00:00,250.01383333333334,0.0,0.107,6.02
2023-02-09 05:00:00+00:00,238.619,0.0,-0.293,6
2023-02-09 06:00:00+00:00,233.65149999999997,0.0,-0.693,6
2023-02-09 07:00:00+00:00,273.1308333333333,0.0,-0.798,6
2023-02-09 08:00:00+00:00,328.00516666666664,0.0,-0.603,6
2023-02-09 09:00:00+00:00,488.0638333333333,0.05508333333333334,1.17,6
2023-02-09 10:00:00+00:00,513.7411666666667,7.436916666666668,2.87,6
2023-02-09 11:00:00+00:00,505.4505000000001,30.676500000000004,5.65,6
2023-02-09 12:00:00+00:00,476.84666666666664,56.85333333333333,7.37,6
2023-02-09 13:00:00+00:00,468.51516666666674,79.62874999999998,8.46,6
2023-02-09 14:00:00+00:00,458.3468333333333,84.17258333333334,10.2,6
2023-02-09 15:00:00+00:00,526.8288333333334,72.49666666666666,10.4,6
2023-02-09 16:00:00+00:00,382.701,69.55258333333333,9.02,6.98
2023-02-09 17:00:00+00:00,381.67650000000003,54.43383333333333,7.92,53.2
2023-02-09 18:00:00+00:00,442.7226666666667,20.352749999999997,6.82,186
2023-02-09 19:00:00+00:00,454.06266666666664,4.159666666666667,6.11,355
2023-02-09 20:00:00+00:00,443.93333333333334,0.0011666666666666668,5.31,452
2023-02-09 21:00:00+00:00,417.6773333333333,0.0,3.33,495
2023-02-09 22:00:00+00:00,319.65816666666666,0.0,3.01,490
2023-02-09 23:00:00+00:00,288.22183333333334,0.0,2.41,433
2023-02-10 00:00:00+00:00,248.91383333333332,0.0,1.71,330
2023-02-10 01:00:00+00:00,235.99566666666666,0.0,1.41,184
2023-02-10 02:00:00+00:00,232.6693333333333,0.0,0.712,23.7
2023-02-10 03:00:00+00:00,227.9335,0.0,0.208,7.23
2023-02-10 04:00:00+00:00,227.4991666666667,0.0,-0.39,6.02
2023-02-10 05:00:00+00:00,229.05183333333332,0.0,-0.793,6
2023-02-10 06:00:00+00:00,227.00983333333332,0.0,-0.898,6
2023-02-10 07:00:00+00:00,279.63533333333334,0.0,-0.998,6
2023-02-10 08:00:00+00:00,340.777,0.0,-0.508,6
2023-02-10 09:00:00+00:00,549.9961666666667,0.08016666666666666,1.07,6
2023-02-10 10:00:00+00:00,551.1688333333333,7.943666666666668,2.97,6
2023-02-10 11:00:00+00:00,509.07916666666665,31.99591666666667,5.16,6
2023-02-10 12:00:00+00:00,451.6036666666667,56.64275,7.17,6
2023-02-10 13:00:00+00:00,474.32349999999997,75.27866666666667,8.28,6
2023-02-10 14:00:00+00:00,425.1863333333333,82.664,8.4,6
2023-02-10 15:00:00+00:00,401.1296666666667,80.74016666666665,8.99,6
2023-02-10 16:00:00+00:00,322.4495,70.49291666666667,8.7,6.98
2023-02-10 17:00:00+00:00,336.7156666666667,50.840166666666676,6.73,56.2
2023-02-10 18:00:00+00:00,441.195,25.34358333333333,5.22,194
2023-02-10 19:00:00+00:00,497.4548333333334,3.4174166666666665,3.72,355
2023-02-10 20:00:00+00:00,465.1328333333334,0.02366666666666667,3.21,475
2023-02-10 21:00:00+00:00,400.171,0.0,2.61,495
2023-02-10 22:00:00+00:00,265.6508333333333,0.0,2.21,499
2023-02-10 23:00:00+00:00,229.5253333333333,0.0,1.91,445
2023-02-11 00:00:00+00:00,222.96283333333335,0.0,1.8,338
2023-02-11 01:00:00+00:00,224.96133333333333,0.0,1.11,198
2023-02-11 02:00:00+00:00,225.06133333333332,0.0,0.608,22.9
2023-02-11 03:00:00+00:00,224.47433333333333,0.0,0.305,7.22
2023-02-11 04:00:00+00:00,225.13966666666667,0.0,0.202,6.02
2023-02-11 05:00:00+00:00,254.49266666666668,0.0,-0.39,6
2023-02-11 06:00:00+00:00,282.29066666666665,0.0,-0.4,6
2023-02-11 07:00:00+00:00,284.8573333333333,0.0,-0.498,6
2023-02-11 08:00:00+00:00,247.01566666666668,0.0,-0.697,6
2023-02-11 09:00:00+00:00,234.52883333333332,0.08725,1.27,6
2023-02-11 10:00:00+00:00,219.97400000000002,7.8862499999999995,2.58,6
2023-02-11 11:00:00+00:00,162.20033333333333,31.711249999999996,4.86,6
2023-02-11 12:00:00+00:00,121.96033333333332,49.042249999999996,6.87,6
2023-02-11 13:00:00+00:00,119.35216666666668,44.01008333333334,9.06,6
2023-02-11 14:00:00+00:00,130.484,47.03616666666665,10.8,6
2023-02-11 15:00:00+00:00,158.37633333333335,52.026666666666664,11.8,6
2023-02-11 16:00:00+00:00,143.60566666666668,60.422999999999995,11,6.98
2023-02-11 17:00:00+00:00,148.311,50.62733333333335,8.15,63.1
2023-02-11 18:00:00+00:00,173.19533333333334,26.52541666666666,6.04,214
2023-02-11 19:00:00+00:00,222.0705,3.404499999999999,5.21,367
2023-02-11 20:00:00+00:00,223.35616666666667,0.041,4.71,466
2023-02-11 21:00:00+00:00,227.5085,0.0,3.91,513
2023-02-11 22:00:00+00:00,227.1785,0.0,3.41,508
2023-02-11 23:00:00+00:00,228.38000000000002,0.0,3.3,447
2023-02-12 00:00:00+00:00,224.5015,0.0,2.91,346
2023-02-12 01:00:00+00:00,228.85299999999998,0.0,2.21,206
2023-02-12 02:00:00+00:00,275.7383333333333,0.0,1.81,22.1
2023-02-12 03:00:00+00:00,283.95716666666664,0.0,1.21,7.20
2023-02-12 04:00:00+00:00,259.926,0.0,0.61,6.02
2023-02-12 05:00:00+00:00,240.2053333333333,0.0,0.502,6
2023-02-12 06:00:00+00:00,232.59333333333333,0.0,0.402,6
2023-02-12 07:00:00+00:00,232.0233333333333,0.0,0.00667,6
2023-02-12 08:00:00+00:00,226.58883333333333,0.0,0.492,6
2023-02-12 09:00:00+00:00,227.437,0.14491666666666667,2.17,6
2023-02-12 10:00:00+00:00,208.01533333333336,8.909,3.58,6
2023-02-12 11:00:00+00:00,184.14266666666666,33.84016666666667,5.66,6
2023-02-12 12:00:00+00:00,164.3205,54.618,8.26,6
2023-02-12 13:00:00+00:00,146.09116666666668,60.01858333333334,10.4,6
2023-02-12 14:00:00+00:00,124.14199999999998,55.943166666666656,12.5,6
2023-02-12 15:00:00+00:00,122.354,46.39358333333333,14.1,6
2023-02-12 16:00:00+00:00,119.63299999999998,52.66049999999999,14.1,6.98
2023-02-12 17:00:00+00:00,122.7495,48.63491666666666,10.6,65.0
2023-02-12 18:00:00+00:00,165.244,27.113416666666666,8.53,227
2023-02-12 19:00:00+00:00,220.94216666666662,3.4970000000000003,7.81,379
2023-02-12 20:00:00+00:00,235.52033333333335,0.0395,7.01,474
2023-02-12 21:00:00+00:00,231.81966666666665,0.0,6.21,518
2023-02-12 22:00:00+00:00,271.2275,0.0,5.71,511
2023-02-12 23:00:00+00:00,281.42266666666666,0.0,4.82,462
2023-02-13 00:00:00+00:00,275.1651666666666,0.0,4.21,359
2023-02-13 01:00:00+00:00,249.12633333333335,0.0,3.91,216
2023-02-13 02:00:00+00:00,234.16966666666667,0.0,3.11,22.3
2023-02-13 03:00:00+00:00,227.60216666666668,0.0,2.71,7.20
2023-02-13 04:00:00+00:00,229.548,0.0,2.6,6.02
2023-02-13 05:00:00+00:00,229.08416666666668,0.0,1.91,6
2023-02-13 06:00:00+00:00,223.56616666666662,0.0,2,6
2023-02-13 07:00:00+00:00,245.5421666666667,0.0,1.51,6
2023-02-13 08:00:00+00:00,282.8515,0.0,2.29,6
2023-02-13 09:00:00+00:00,377.1621666666667,0.1375,3.87,6
2023-02-13 10:00:00+00:00,255.30566666666667,9.06875,6.16,6
2023-02-13 11:00:00+00:00,167.9945,34.300916666666666,8.76,6
2023-02-13 12:00:00+00:00,119.962,50.49533333333333,12.1,6
2023-02-13 13:00:00+00:00,105.28966666666668,40.1425,14.5,6
2023-02-13 14:00:00+00:00,100.72466666666668,38.126000000000005,15.9,6
2023-02-13 15:00:00+00:00,99.44633333333333,37.24675,16.9,6
2023-02-13 16:00:00+00:00,101.64266666666667,36.543000000000006,17.2,6.98
2023-02-13 17:00:00+00:00,102.2375,38.809083333333334,14,69.9
2023-02-13 18:00:00+00:00,125.58850000000001,27.6555,10.9,242
2023-02-13 19:00:00+00:00,174.03233333333333,3.542083333333334,9.72,384
2023-02-13 20:00:00+00:00,206.24916666666664,0.042166666666666665,8.91,477
2023-02-13 21:00:00+00:00,202.6676666666667,0.0,8.31,525
2023-02-13 22:00:00+00:00,192.00616666666664,0.0,7.12,516
2023-02-13 23:00:00+00:00,189.16966666666667,0.0,6.41,465
2023-02-14 00:00:00+00:00,178.25066666666666,0.0,6.01,361
2023-02-14 01:00:00+00:00,182.0711666666667,0.0,5.31,221
2023-02-14 02:00:00+00:00,180.7698333333333,0.0,4.91,24.3
2023-02-14 03:00:00+00:00,181.10433333333336,0.0,4.31,7.23
2023-02-14 04:00:00+00:00,180.18133333333333,0.0,3.81,7
2023-02-14 05:00:00+00:00,181.5828333333333,0.0,3.6,6.02
2023-02-14 06:00:00+00:00,180.04149999999996,0.0,3.11,6
2023-02-14 07:00:00+00:00,184.53116666666665,0.0,2.81,6
2023-02-14 08:00:00+00:00,179.41833333333332,0.0,2.9,6
2023-02-14 09:00:00+00:00,199.29399999999998,0.15833333333333333,5.16,6
2023-02-14 10:00:00+00:00,190.81966666666668,9.433416666666668,7.36,6
2023-02-14 11:00:00+00:00,124.995,33.76225,9.86,6
2023-02-14 12:00:00+00:00,111.891,42.62624999999999,12.8,6
2023-02-14 13:00:00+00:00,106.10133333333334,40.568083333333334,14.8,6
2023-02-14 14:00:00+00:00,99.12733333333334,36.836166666666664,16.4,6
2023-02-14 15:00:00+00:00,102.22883333333333,39.359249999999996,17.8,6
2023-02-14 16:00:00+00:00,119.30616666666667,44.838249999999995,17.8,6.98
2023-02-14 17:00:00+00:00,117.61449999999998,47.575916666666664,14,73.9
2023-02-14 18:00:00+00:00,159.2175,28.492333333333338,11.4,253
2023-02-14 19:00:00+00:00,188.67099999999996,3.63575,9.63,391
2023-02-14 20:00:00+00:00,248.57916666666668,0.052333333333333336,8.81,488
2023-02-14 21:00:00+00:00,221.2023333333333,0.0,8.41,530
2023-02-14 22:00:00+00:00,227.56949999999998,0.0,7.91,506
2023-02-14 23:00:00+00:00,212.568,0.0,6.92,336
2023-02-15 00:00:00+00:00,209.72116666666668,0.0,6.21,220
2023-02-15 01:00:00+00:00,231.51066666666665,0.0,5.51,268
2023-02-15 02:00:00+00:00,203.86833333333334,0.0,4.42,46.8
2023-02-15 03:00:00+00:00,209.7925,0.0,3.71,7.60
2023-02-15 04:00:00+00:00,209.838,0.0,3.5,6.02
2023-02-15 05:00:00+00:00,201.72300000000004,0.0,3.3,6
2023-02-15 06:00:00+00:00,193.96433333333334,0.0,3.1,6
2023-02-15 07:00:00+00:00,206.45766666666668,0.0,2.51,6
2023-02-15 08:00:00+00:00,198.13250000000002,0.0,2.89,6
2023-02-15 09:00:00+00:00,244.61633333333336,0.22983333333333333,4.97,6
2023-02-15 10:00:00+00:00,193.31716666666668,10.092916666666667,7.56,6
2023-02-15 11:00:00+00:00,173.36900000000003,35.85783333333334,10.7,6
2023-02-15 12:00:00+00:00,119.73383333333334,48.733083333333326,11.3,6
2023-02-15 13:00:00+00:00,122.54383333333334,46.53516666666667,12.1,6
2023-02-15 14:00:00+00:00,129.19416666666663,44.33958333333334,13.5,6
2023-02-15 15:00:00+00:00,108.548,52.05916666666667,13.8,6
2023-02-15 16:00:00+00:00,101.95933333333335,39.03733333333333,14.7,6.98
2023-02-15 17:00:00+00:00,108.47133333333333,35.829499999999996,13.2,57.2
2023-02-15 18:00:00+00:00,107.09116666666667,35.35941666666666,12.3,246
2023-02-15 19:00:00+00:00,165.16216666666668,7.947583333333334,10.6,388
2023-02-15 20:00:00+00:00,188.25433333333334,0.15283333333333332,9.62,486
2023-02-15 21:00:00+00:00,198.91716666666665,0.0,9.01,532
2023-02-15 22:00:00+00:00,192.11666666666667,0.0,8.61,526
2023-02-15 23:00:00+00:00,179.29183333333333,0.0,7.91,477
2023-02-16 00:00:00+00:00,179.2441666666667,0.0,7.31,378
2023-02-16 01:00:00+00:00,178.75733333333332,0.0,6.51,232
2023-02-16 02:00:00+00:00,175.22866666666667,0.0,5.22,30.4
2023-02-16 03:00:00+00:00,172.5146666666666,0.0,4.71,7.33
2023-02-16 04:00:00+00:00,181.95216666666667,0.0,4.8,6.02
2023-02-16 05:00:00+00:00,180.29583333333332,0.0,4.11,6
2023-02-16 06:00:00+00:00,181.16033333333334,0.0,4,6
2023-02-16 07:00:00+00:00,177.44216666666668,0.0,3.7,6
2023-02-16 08:00:00+00:00,178.3895,0.0,3.6,6
2023-02-16 09:00:00+00:00,195.27200000000002,0.17566666666666667,5.86,6
2023-02-16 10:00:00+00:00,180.981,6.959,7.87,6
2023-02-16 11:00:00+00:00,122.243,33.98158333333334,11.7,6
2023-02-16 12:00:00+00:00,102.27966666666667,39.70041666666666,13.4,6
2023-02-16 13:00:00+00:00,98.90599999999999,39.44516666666667,14.2,6
2023-02-16 14:00:00+00:00,95.8365,34.364916666666666,15.2,6
2023-02-16 15:00:00+00:00,91.68549999999999,34.46775,16.6,6
